PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0171_01,Earth,TRUE,G/30/S,PSO J318.5-22,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,TRUE
0172_01,Earth,TRUE,G/24/P,TRAPPIST-1e,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,TRUE
0173_01,Earth,,E/11/S,TRAPPIST-1e,58.0,FALSE,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,TRUE
0174_01,Earth,FALSE,F/38/P,55 Cancri e,21.0,FALSE,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,FALSE
0177_01,Europa,FALSE,B/2/S,TRAPPIST-1e,38.0,FALSE,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,FALSE
0178_01,Mars,FALSE,D/6/S,TRAPPIST-1e,38.0,FALSE,3414.0,0.0,161.0,28.0,119.0,Wees Knik,FALSE
0179_01,Earth,FALSE,G/26/P,TRAPPIST-1e,19.0,FALSE,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,TRUE
0179_02,Earth,FALSE,G/26/P,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,FALSE
0179_03,Earth,FALSE,G/26/P,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,TRUE
0181_01,Earth,FALSE,G/27/P,TRAPPIST-1e,20.0,FALSE,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,FALSE
0182_01,Europa,TRUE,C/3/P,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,TRUE
0183_01,Earth,FALSE,F/36/S,TRAPPIST-1e,37.0,FALSE,17.0,146.0,426.0,0.0,232.0,Stany Weaves,TRUE
0186_01,Earth,FALSE,G/28/P,TRAPPIST-1e,25.0,FALSE,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,FALSE
0188_01,Earth,TRUE,G/31/S,TRAPPIST-1e,56.0,FALSE,0.0,0.0,0.0,0.0,0.0,Branda Romez,TRUE
0189_01,Earth,FALSE,E/8/P,55 Cancri e,49.0,FALSE,84.0,3.0,401.0,202.0,98.0,Helly Booters,FALSE
0190_01,Earth,TRUE,G/32/S,55 Cancri e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,,FALSE
0192_01,Earth,TRUE,G/29/P,TRAPPIST-1e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,TRUE
0192_02,Earth,FALSE,G/29/P,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,FALSE
0192_03,Earth,FALSE,G/29/P,TRAPPIST-1e,39.0,FALSE,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,FALSE
0193_01,Mars,TRUE,F/41/P,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sps Raf,TRUE
0193_02,Mars,FALSE,F/41/P,TRAPPIST-1e,23.0,FALSE,,0.0,8.0,1072.0,0.0,Frook Raf,FALSE
0193_03,Mars,FALSE,F/41/P,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,Goles Raf,TRUE
0195_01,Mars,FALSE,F/42/P,TRAPPIST-1e,39.0,FALSE,406.0,0.0,867.0,0.0,0.0,Bar Floaf,TRUE
0196_01,Mars,FALSE,D/5/P,PSO J318.5-22,25.0,FALSE,1052.0,0.0,719.0,0.0,7.0,Caper Emead,FALSE
0197_01,Europa,FALSE,C/5/P,TRAPPIST-1e,36.0,FALSE,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,FALSE
0198_01,Earth,,G/30/P,PSO J318.5-22,52.0,FALSE,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,TRUE
0199_01,Earth,TRUE,G/33/S,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,Regana Morrows,FALSE
0200_01,Earth,TRUE,G/31/P,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,TRUE
0201_01,Europa,TRUE,B/3/S,TRAPPIST-1e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,TRUE
0201_02,Europa,TRUE,B/3/S,TRAPPIST-1e,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,TRUE
0202_01,Europa,TRUE,B/9/P,55 Cancri e,45.0,FALSE,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,TRUE
0202_02,Europa,FALSE,A/2/P,55 Cancri e,,FALSE,0.0,2433.0,,878.0,443.0,Vegas Embleng,TRUE
0203_01,Europa,TRUE,C/8/S,TRAPPIST-1e,51.0,FALSE,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,TRUE
0205_01,Earth,FALSE,G/34/S,TRAPPIST-1e,29.0,FALSE,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,FALSE
0206_01,Europa,FALSE,C/9/S,55 Cancri e,,FALSE,2.0,1720.0,12.0,1125.0,122.0,Nuson Brugashed,TRUE
0207_01,Earth,TRUE,G/32/P,PSO J318.5-22,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,FALSE
0210_01,,TRUE,D/6/P,55 Cancri e,24.0,FALSE,0.0,0.0,,0.0,0.0,Arraid Inicont,TRUE
0211_01,Mars,FALSE,F/44/P,TRAPPIST-1e,29.0,FALSE,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,TRUE
0211_02,Mars,TRUE,F/44/P,TRAPPIST-1e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,Corsh Appie,TRUE
0211_03,Mars,FALSE,F/44/P,TRAPPIST-1e,17.0,FALSE,848.0,0.0,307.0,182.0,0.0,Picers Date,FALSE
